file_name,type,n_semitones,rate,preset,hpss,y_id,y,preset_id,drc_attack_x,drc_release_x,tf_x1_x,tf_y1_x,tf_x2_x,tf_y2_x,tf_x3_x,tf_y3_x,tf_x4_x,tf_y4_x,tf_x5_x,tf_y5_x,tf_x6_x,tf_y6_x,drc_knee_x,drc_ratio_x,drc_makeup_gain_x,drc_attack_y,drc_release_y,tf_x1_y,tf_y1_y,tf_x2_y,tf_y2_y,tf_x3_y,tf_y3_y,tf_x4_y,tf_y4_y,tf_x5_y,tf_y5_y,tf_x6_y,tf_y6_y,drc_knee_y,drc_ratio_y,drc_makeup_gain_y,bpm,asc,type_encoded
Media-103715_107_hpss,Samba,0.0,1.4142135623730951,speech,1,5,Tango,5,0.1,0.3,-90,-90,-70,-55,-50,-35,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-55,-50,-35,-31,-31,-21,-21,0,-20,0,0.0,0.1,95.703125,1192.7645979849744,4
Media-103715_107,Samba,0.0,1.4142135623730951,speech,0,2,Quickstep,5,0.1,0.3,-90,-90,-70,-55,-50,-35,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-55,-50,-35,-31,-31,-21,-21,0,-20,0,0.0,0.1,129.19921875,1578.895036377822,4
Media-103715_07_hpss,Samba,-1.0,0.5,film standard,1,7,Waltz,1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,184.5703125,1197.926051024751,4
Media-103715_07,Samba,-1.0,0.5,film standard,0,5,Tango,1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,67.99958881578948,1505.433725477121,4
Media-103715_103_hpss,Samba,0.0,1.4142135623730951,film standard,1,5,Tango,1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,95.703125,1194.1053194326287,4
Media-103715_103,Samba,0.0,1.4142135623730951,film standard,0,2,Quickstep,1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,129.19921875,1580.2343366069108,4
Media-103715_18_hpss,Samba,1.0,0.5,radio,1,6,VienneseWaltz,4,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,123.046875,1348.120527860781,4
Media-103715_18,Samba,1.0,0.5,radio,0,6,VienneseWaltz,4,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,67.99958881578948,1693.552945231274,4
Media-103715_45_hpss,Samba,0.0,0.7071067811865476,music standard,1,7,Waltz,3,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,95.703125,1251.105614077196,4
Media-103715_45,Samba,0.0,0.7071067811865476,music standard,0,6,VienneseWaltz,3,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,95.703125,1617.4949718006844,4
Media-103715_119_hpss,Samba,2.0,1.4142135623730951,speech,1,5,Tango,5,0.1,0.3,-90,-90,-70,-55,-50,-35,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-55,-50,-35,-31,-31,-21,-21,0,-20,0,0.0,0.1,95.703125,1359.0614272301527,4
Media-103715_119,Samba,2.0,1.4142135623730951,speech,0,2,Quickstep,5,0.1,0.3,-90,-90,-70,-55,-50,-35,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-55,-50,-35,-31,-31,-21,-21,0,-20,0,0.0,0.1,129.19921875,1786.7118678440281,4
Media-103715_44_hpss,Samba,0.0,0.7071067811865476,film light,1,7,Waltz,0,0.1,0.3,-90,-90,-70,-64,-53,-47,-41,-41,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-53,-47,-41,-41,-21,-21,0,-20,0,0.0,0.1,95.703125,1250.3843181275847,4
Media-103715_44,Samba,0.0,0.7071067811865476,film light,0,6,VienneseWaltz,0,0.1,0.3,-90,-90,-70,-64,-53,-47,-41,-41,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-53,-47,-41,-41,-21,-21,0,-20,0,0.0,0.1,95.703125,1616.4707282876197,4
Media-103715_100_hpss,Samba,-1.0,1.4142135623730951,music light,1,7,Waltz,2,0.1,0.3,-90,-90,-70,-58,-65,-53,-41,-41,-21,-21,0,-11,0,0.0,0.1,0.1,0.3,-90,-90,-70,-58,-65,-53,-41,-41,-21,-21,0,-11,0,0.0,0.1,184.5703125,1136.9372911915716,4
Media-103715_100,Samba,-1.0,1.4142135623730951,music light,0,5,Tango,2,0.1,0.3,-90,-90,-70,-58,-65,-53,-41,-41,-21,-21,0,-11,0,0.0,0.1,0.1,0.3,-90,-90,-70,-58,-65,-53,-41,-41,-21,-21,0,-11,0,0.0,0.1,129.19921875,1497.1199572438065,4
Media-103715_60_hpss,Samba,-2.0,1.0,radio,1,6,VienneseWaltz,4,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,129.19921875,1076.2568938751826,4
Media-103715_60,Samba,-2.0,1.0,radio,0,6,VienneseWaltz,4,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,135.99917763157896,1416.0691128780027,4
Media-103715_104_hpss,Samba,0.0,1.4142135623730951,film light,1,5,Tango,0,0.1,0.3,-90,-90,-70,-64,-53,-47,-41,-41,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-53,-47,-41,-41,-21,-21,0,-20,0,0.0,0.1,95.703125,1193.2194994427182,4
Media-103715_104,Samba,0.0,1.4142135623730951,film light,0,2,Quickstep,0,0.1,0.3,-90,-90,-70,-64,-53,-47,-41,-41,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-53,-47,-41,-41,-21,-21,0,-20,0,0.0,0.1,129.19921875,1581.48766661493,4
Media-103715_143_hpss,Samba,1.0,2.0,speech,1,5,Tango,5,0.1,0.3,-90,-90,-70,-55,-50,-35,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-55,-50,-35,-31,-31,-21,-21,0,-20,0,0.0,0.1,135.99917763157896,1254.9262735042967,4
Media-103715_143,Samba,1.0,2.0,speech,0,2,Quickstep,5,0.1,0.3,-90,-90,-70,-55,-50,-35,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-55,-50,-35,-31,-31,-21,-21,0,-20,0,0.0,0.1,135.99917763157896,1650.669533993108,4
Media-103715_38_hpss,Samba,-1.0,0.7071067811865476,film light,1,7,Waltz,0,0.1,0.3,-90,-90,-70,-64,-53,-47,-41,-41,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-53,-47,-41,-41,-21,-21,0,-20,0,0.0,0.1,95.703125,1224.164766022425,4
Media-103715_38,Samba,-1.0,0.7071067811865476,film light,0,5,Tango,0,0.1,0.3,-90,-90,-70,-64,-53,-47,-41,-41,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-53,-47,-41,-41,-21,-21,0,-20,0,0.0,0.1,95.703125,1565.848871202739,4
Media-103715_114_hpss,Samba,2.0,1.4142135623730951,radio,1,6,VienneseWaltz,4,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,184.5703125,1364.8281138660586,4
Media-103715_114,Samba,2.0,1.4142135623730951,radio,0,2,Quickstep,4,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,129.19921875,1783.6457089763808,4
Media-103715_109_hpss,Samba,1.0,1.4142135623730951,film standard,1,5,Tango,1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,95.703125,1258.7645513191053,4
Media-103715_109,Samba,1.0,1.4142135623730951,film standard,0,2,Quickstep,1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,129.19921875,1666.180797754997,4
Media-103715_62_hpss,Samba,-2.0,1.0,film light,1,7,Waltz,0,0.1,0.3,-90,-90,-70,-64,-53,-47,-41,-41,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-53,-47,-41,-41,-21,-21,0,-20,0,0.0,0.1,129.19921875,1073.055314872186,4
Media-103715_62,Samba,-2.0,1.0,film light,0,2,Quickstep,0,0.1,0.3,-90,-90,-70,-64,-53,-47,-41,-41,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-53,-47,-41,-41,-21,-21,0,-20,0,0.0,0.1,135.99917763157896,1417.6544194988337,4
Media-103715_102_hpss,Samba,0.0,1.4142135623730951,radio,1,6,VienneseWaltz,4,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,184.5703125,1195.7167832486446,4
Media-103715_102,Samba,0.0,1.4142135623730951,radio,0,2,Quickstep,4,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,129.19921875,1576.7024060233314,4
Media-103715_147_hpss,Samba,2.0,2.0,music standard,1,2,Quickstep,3,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,135.99917763157896,1354.6318020130443,4
Media-103715_147,Samba,2.0,2.0,music standard,0,2,Quickstep,3,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,135.99917763157896,1767.3936540961436,4
Media-103715_141_hpss,Samba,1.0,2.0,music standard,1,5,Tango,3,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,135.99917763157896,1254.9307503382815,4
Media-103715_141,Samba,1.0,2.0,music standard,0,2,Quickstep,3,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,135.99917763157896,1650.094881365139,4
Media-103715_72_hpss,Samba,0.0,1.0,radio,1,6,VienneseWaltz,4,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,129.19921875,1149.9222188392337,4
Media-103715_72,Samba,0.0,1.0,radio,0,6,VienneseWaltz,4,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,135.99917763157896,1543.6946172965256,4
Media-103715_90_hpss,Samba,-2.0,1.4142135623730951,radio,1,6,VienneseWaltz,4,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,184.5703125,1113.955888114168,4
Media-103715_90,Samba,-2.0,1.4142135623730951,radio,0,2,Quickstep,4,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,129.19921875,1442.4745690625016,4
Media-103715_115_hpss,Samba,2.0,1.4142135623730951,film standard,1,5,Tango,1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,95.703125,1358.140596143079,4
Media-103715_115,Samba,2.0,1.4142135623730951,film standard,0,2,Quickstep,1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,129.19921875,1785.7139102500437,4
Media-103715_10_hpss,Samba,-1.0,0.5,music light,1,7,Waltz,2,0.1,0.3,-90,-90,-70,-58,-65,-53,-41,-41,-21,-21,0,-11,0,0.0,0.1,0.1,0.3,-90,-90,-70,-58,-65,-53,-41,-41,-21,-21,0,-11,0,0.0,0.1,184.5703125,1198.5110142800108,4
Media-103715_10,Samba,-1.0,0.5,music light,0,6,VienneseWaltz,2,0.1,0.3,-90,-90,-70,-58,-65,-53,-41,-41,-21,-21,0,-11,0,0.0,0.1,0.1,0.3,-90,-90,-70,-58,-65,-53,-41,-41,-21,-21,0,-11,0,0.0,0.1,67.99958881578948,1505.8976837678506,4
Media-103715_66_hpss,Samba,-1.0,1.0,radio,1,6,VienneseWaltz,4,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,129.19921875,1094.6837059217903,4
Media-103715_66,Samba,-1.0,1.0,radio,0,6,VienneseWaltz,4,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,135.99917763157896,1464.5555496608984,4
Media-103715_08_hpss,Samba,-1.0,0.5,film light,1,7,Waltz,0,0.1,0.3,-90,-90,-70,-64,-53,-47,-41,-41,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-53,-47,-41,-41,-21,-21,0,-20,0,0.0,0.1,184.5703125,1198.2242942379974,4
Media-103715_08,Samba,-1.0,0.5,film light,0,5,Tango,0,0.1,0.3,-90,-90,-70,-64,-53,-47,-41,-41,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-53,-47,-41,-41,-21,-21,0,-20,0,0.0,0.1,67.99958881578948,1506.863913851623,4
Media-103715_40_hpss,Samba,-1.0,0.7071067811865476,music light,1,7,Waltz,2,0.1,0.3,-90,-90,-70,-58,-65,-53,-41,-41,-21,-21,0,-11,0,0.0,0.1,0.1,0.3,-90,-90,-70,-58,-65,-53,-41,-41,-21,-21,0,-11,0,0.0,0.1,172.265625,1226.916229854347,4
Media-103715_40,Samba,-1.0,0.7071067811865476,music light,0,5,Tango,2,0.1,0.3,-90,-90,-70,-58,-65,-53,-41,-41,-21,-21,0,-11,0,0.0,0.1,0.1,0.3,-90,-90,-70,-58,-65,-53,-41,-41,-21,-21,0,-11,0,0.0,0.1,95.703125,1564.3314366776003,4
Media-103715_136_hpss,Samba,0.0,2.0,music light,1,7,Waltz,2,0.1,0.3,-90,-90,-70,-58,-65,-53,-41,-41,-21,-21,0,-11,0,0.0,0.1,0.1,0.3,-90,-90,-70,-58,-65,-53,-41,-41,-21,-21,0,-11,0,0.0,0.1,135.99917763157896,1203.3299569122628,4
Media-103715_136,Samba,0.0,2.0,music light,0,2,Quickstep,2,0.1,0.3,-90,-90,-70,-58,-65,-53,-41,-41,-21,-21,0,-11,0,0.0,0.1,0.1,0.3,-90,-90,-70,-58,-65,-53,-41,-41,-21,-21,0,-11,0,0.0,0.1,135.99917763157896,1574.471353116246,4
Media-103715_13_hpss,Samba,0.0,0.5,film standard,1,7,Waltz,1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,172.265625,1197.4290370601368,4
Media-103715_13,Samba,0.0,0.5,film standard,0,7,Waltz,1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,67.99958881578948,1523.8444551332514,4
Media-103715_139_hpss,Samba,1.0,2.0,film standard,1,5,Tango,1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,135.99917763157896,1253.5073950633785,4
Media-103715_139,Samba,1.0,2.0,film standard,0,2,Quickstep,1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,135.99917763157896,1650.6563499392846,4
Media-103715_54_hpss,Samba,2.0,0.7071067811865476,radio,1,6,VienneseWaltz,4,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,99.38401442307692,1474.7755789349126,4
Media-103715_54,Samba,2.0,0.7071067811865476,radio,0,5,Tango,4,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,95.703125,1870.2978585195087,4
Media-103715_111_hpss,Samba,1.0,1.4142135623730951,music standard,1,5,Tango,3,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,95.703125,1255.151701404031,4
Media-103715_111,Samba,1.0,1.4142135623730951,music standard,0,2,Quickstep,3,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,129.19921875,1665.3953947032871,4
Media-103715_79_hpss,Samba,1.0,1.0,film standard,1,5,Tango,1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,135.99917763157896,1244.0176024993514,4
Media-103715_79,Samba,1.0,1.0,film standard,0,2,Quickstep,1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-64,-43,-37,-31,-31,-21,-21,0,-20,0,0.0,0.1,135.99917763157896,1664.7266870154335,4
Media-103715_36_hpss,Samba,-1.0,0.7071067811865476,radio,1,6,VienneseWaltz,4,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,95.703125,1225.1405840248733,4
Media-103715_36,Samba,-1.0,0.7071067811865476,radio,0,6,VienneseWaltz,4,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,95.703125,1562.9949941610034,4
Media-103715_108_hpss,Samba,1.0,1.4142135623730951,radio,1,6,VienneseWaltz,4,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,184.5703125,1262.7172248135041,4
Media-103715_108,Samba,1.0,1.4142135623730951,radio,0,2,Quickstep,4,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,0.01,1.0,-90,-90,-70,-70,-60,-20,0,0,0,0,0,0,-5,0.0,0.0,129.19921875,1663.3185373813478,4
Media-103715_46_hpss,Samba,0.0,0.7071067811865476,music light,1,7,Waltz,2,0.1,0.3,-90,-90,-70,-58,-65,-53,-41,-41,-21,-21,0,-11,0,0.0,0.1,0.1,0.3,-90,-90,-70,-58,-65,-53,-41,-41,-21,-21,0,-11,0,0.0,0.1,95.703125,1253.1614910974508,4
Media-103715_46,Samba,0.0,0.7071067811865476,music light,0,6,VienneseWaltz,2,0.1,0.3,-90,-90,-70,-58,-65,-53,-41,-41,-21,-21,0,-11,0,0.0,0.1,0.1,0.3,-90,-90,-70,-58,-65,-53,-41,-41,-21,-21,0,-11,0,0.0,0.1,95.703125,1617.3639418397509,4
Media-103715_52_hpss,Samba,1.0,0.7071067811865476,music light,1,7,Waltz,2,0.1,0.3,-90,-90,-70,-58,-65,-53,-41,-41,-21,-21,0,-11,0,0.0,0.1,0.1,0.3,-90,-90,-70,-58,-65,-53,-41,-41,-21,-21,0,-11,0,0.0,0.1,95.703125,1407.277032027098,4
Media-103715_52,Samba,1.0,0.7071067811865476,music light,0,5,Tango,2,0.1,0.3,-90,-90,-70,-58,-65,-53,-41,-41,-21,-21,0,-11,0,0.0,0.1,0.1,0.3,-90,-90,-70,-58,-65,-53,-41,-41,-21,-21,0,-11,0,0.0,0.1,95.703125,1781.3424242677502,4
Media-103715_99_hpss,Samba,-1.0,1.4142135623730951,music standard,1,7,Waltz,3,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,95.703125,1134.852109123187,4
Media-103715_99,Samba,-1.0,1.4142135623730951,music standard,0,5,Tango,3,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,0.1,0.3,-90,-90,-70,-58,-55,-43,-31,-31,-21,-21,0,-20,0,0.0,0.1,129.19921875,1496.279857768947,4
